        MR        MRT         R2
 1.355E+03  6.234E+02  2.117E-01
 6.974E+02  3.893E+02  3.115E-01
 1.149E+03  3.096E+02  7.263E-02
 7.598E+02  5.451E+02  5.147E-01
 7.963E+02  3.434E+02  1.859E-01
 1.290E+03  2.612E+02  4.101E-02
 1.546E+03  5.905E+02  1.458E-01
 1.256E+03  5.428E+02  1.867E-01
 1.266E+03  3.103E+02  6.007E-02
 1.759E+03  5.370E+02  9.316E-02
 6.551E+02  1.095E+02  2.791E-02
 4.826E+02  1.896E+02  1.543E-01
 1.160E+03  6.608E+02  3.247E-01
 1.874E+03  4.605E+02  6.035E-02
 5.854E+02  4.117E+02  4.945E-01
 1.020E+03  2.167E+02  4.513E-02
 6.901E+02  4.055E+02  3.452E-01
 1.487E+03  9.776E+02  4.320E-01
 1.057E+03  5.407E+02  2.615E-01
 7.021E+02  3.853E+02  3.012E-01
 1.374E+03  6.456E+02  2.207E-01
 1.200E+03  6.794E+02  3.208E-01
 1.393E+03  1.454E+02  1.089E-02
 1.205E+03  4.439E+02  1.357E-01
 6.307E+02  4.387E+02  4.837E-01
 8.729E+02  4.025E+02  2.126E-01
 1.318E+03  5.574E+02  1.788E-01
 5.312E+02  3.727E+02  4.923E-01
 3.575E+02  2.979E+02  6.943E-01
 1.431E+03  2.595E+02  3.288E-02
 9.051E+02  5.096E+02  3.170E-01
 6.336E+02  3.689E+02  3.390E-01
 8.561E+02  3.356E+02  1.536E-01
 1.326E+03  8.191E+02  3.818E-01
 1.061E+03  6.629E+02  3.907E-01
 4.632E+02  2.142E+02  2.138E-01
 1.794E+03  6.691E+02  1.391E-01
 9.545E+02  8.294E+02  7.550E-01
 8.761E+02  4.318E+02  2.429E-01
 1.321E+03  3.553E+02  7.230E-02
 7.868E+02  4.726E+02  3.608E-01
 1.415E+03  4.951E+02  1.225E-01
 9.700E+02  7.026E+02  5.246E-01
 9.591E+02  6.479E+02  4.563E-01
 9.087E+02  5.115E+02  3.169E-01
 6.025E+02  2.940E+02  2.382E-01
 5.153E+02  1.980E+02  1.476E-01
 1.090E+03  6.295E+02  3.338E-01
 8.097E+02  1.451E+02  3.212E-02
 5.216E+02  2.508E+02  2.313E-01
 1.195E+03  7.463E+02  3.897E-01
 4.618E+02  3.735E+02  6.540E-01
 6.113E+02  4.075E+02  4.443E-01
 1.152E+03  3.585E+02  9.681E-02
 7.912E+02  4.410E+02  3.106E-01
 1.137E+03  6.445E+02  3.211E-01
 7.146E+02  6.013E+02  7.080E-01
 1.063E+03  4.018E+02  1.429E-01
 1.687E+03  4.448E+02  6.948E-02
 1.022E+03  5.282E+02  2.668E-01
 7.103E+02  2.012E+02  8.027E-02
 8.047E+02  3.078E+02  1.463E-01
 8.285E+02  6.307E+02  5.795E-01
 5.976E+02  3.763E+02  3.966E-01
 8.991E+02  4.900E+02  2.970E-01
 5.507E+02  2.720E+02  2.439E-01
 1.137E+03  4.205E+02  1.367E-01
 1.952E+03  6.819E+02  1.220E-01
 1.156E+03  8.430E+02  5.321E-01
 6.245E+02  4.681E+02  5.619E-01
 1.606E+03  3.549E+02  4.886E-02
 1.912E+03  1.256E+03  4.315E-01
 6.682E+02  3.201E+02  2.295E-01
 3.487E+03  8.180E+02  5.502E-02
 4.754E+02  4.103E+02  7.449E-01
 8.109E+02  5.281E+02  4.242E-01
 1.341E+03  5.856E+02  1.906E-01
 1.097E+03  7.294E+02  4.420E-01
 8.439E+02  3.849E+02  2.081E-01
 1.345E+03  6.200E+02  2.125E-01
 6.537E+02  3.926E+02  3.608E-01
 1.260E+03  5.050E+02  1.607E-01
 1.150E+03  4.903E+02  1.818E-01
 1.590E+03  4.093E+02  6.624E-02
 1.736E+03  8.251E+02  2.259E-01
 1.561E+03  4.928E+02  9.962E-02
 7.389E+02  4.986E+02  4.553E-01
 9.482E+02  8.051E+02  7.209E-01
 6.347E+02  5.324E+02  7.036E-01
 9.985E+02  5.113E+02  2.623E-01
 7.779E+02  2.949E+02  1.437E-01
 5.337E+02  2.963E+02  3.081E-01
 8.929E+02  4.809E+02  2.901E-01
 6.753E+02  3.407E+02  2.545E-01
 1.479E+03  4.434E+02  8.983E-02
 7.261E+02  6.696E+02  8.503E-01
 1.352E+03  9.336E+02  4.771E-01
 1.256E+03  5.942E+02  2.240E-01
 1.048E+03  4.828E+02  2.120E-01
 9.725E+02  5.620E+02  3.340E-01
 1.490E+03  7.868E+02  2.789E-01
 1.169E+03  3.671E+02  9.856E-02
 5.737E+02  3.408E+02  3.529E-01
 6.078E+02  5.781E+02  9.047E-01
 8.862E+02  3.751E+02  1.791E-01
 1.837E+03  7.382E+02  1.615E-01
 1.323E+03  6.970E+02  2.777E-01
 9.848E+02  3.295E+02  1.120E-01
 9.235E+02  5.863E+02  4.031E-01
 1.476E+03  5.078E+02  1.183E-01
 8.214E+02  4.267E+02  2.698E-01
 1.004E+03  7.069E+02  4.959E-01
